Title,Author,Price,List Price,Discount Amount,Limited Stock,Discount,Genre,Number of Pages,Weight,ISBN,Language,Related Genres,Subgenres,Synopsis,URL
Everest History of the Himalayan Giant,R.Mantovani,2800.0,2800.0,0.0,True,0.0,Arts And Photography,171.0,1730,9788854402058,English,"['Arts And Photography', 'Travel']","['Picture Books', 'Climbing and Mountaineering', 'Books On Himalayas']","Since it was ""discovered"" in 1852, the fascinating pyramid of rock that is Mount Everest has haunted the dreams of generations of explorers. Through thrilling photographs and detailed, engrossing text, this book recounts human defiance of this Himalayan colossus: from the expeditions of the 1920s, which provided the first blood offerings to the deity of the snows, to the attempts that brought Hillary and Tenzing to the top in 1953, to the ""high altitude tourism"" that now attracts roped parties of mountain climbers from every corner of the world.",https://booksmandala.com/books/everest-history-of-the-himalayan-giant-44370
Lonely Planet Southeast Asia,"Greg Bloom, China Williams",3388.0,3388.0,0.0,True,0.0,Travel,973.0,790,9781742207537,English,['Travel'],['Travel Guide Books'],"Lonely Planet: The world's leading travel guide publisher Lonely Planet Southeast Asia on a Shoestring is your passport to the most relevant, up-to-date advice on what to skip, what hidden discoveries await you, and how to optimise your budget for an extended continental trip. Experience the magic of the temples of Angkor at dawn, experience Asia's colonial past in the steamy port island of Penang, or hang ten on classic Bali surf breaks; all with your trusted travel companion. Get to the heart of Southeast Asia and begin your journey now! Inside Lonely Planet'sSoutheast Asia on a ShoestringTravel Guide: Colourmaps and images throughout Highlightsand itinerarieshelp you tailor your trip to your personal needs and interests Insider tipsto save time and money and get around like a local, avoiding crowds and trouble spots Essential infoat your fingertips- hours of operation, phone numbers, websites, transit tips, prices Budget-oriented recommendations with honest reviews - eating, sleeping, sight-seeing, going out, shopping, hidden gems that most guidebooks miss Cultural insights give you a richer, more rewarding travel experience - history, temples, cuisine, activities, landscapes More than 200 maps CoversBrunei Darussalam, Cambodia, Indonesia, Laos, Malaysia, Myanmar, Philippines, Singapore, Thailand, Timor-Leste and Vietnam The Perfect Choice:Lonely Planet's Southeast Asia on a Shoestring is perfect for both exploring top sights and taking roads less travelled. Looking for just a few of the destinations included in this guide? Check out the relevantLonely Planet destination guides,our most comprehensive guides that cover destinations' top sights and offbeat experiences, or check out our photo-richDiscover series guides, which focus on destinations' most popular attractions. Authors: Written and researched by Lonely Planet, China Williams, Greg Bloom, Celeste Brash, Simon Richmond, Iain Stewart, Ryan Ver Berkmoes and Richard Waters. About Lonely Planet:Since 1973, Lonely Planet has become the world's leading travel media company with guidebooks to every destination, an award-winning website, mobile and digital travel products, and a dedicated traveller community. Lonely Planet covers must-see spots but also enables curious travellers to get off beaten paths to understand more of the culture of the places in which they find themselves.",https://booksmandala.com/books/lonely-planet-southeast-asia-38726
Into Thin Air,Jon Krakauer,560.0,560.0,0.0,True,0.0,Fiction And Literature,293.0,250,9781447203681,English,"['Fiction And Literature', 'History Biography And Social Science', 'Travel']","['Action and Adventure', 'Memoir', 'Climbing and Mountaineering']","A bank of clouds was assembling on the not-so-distant horizon, but journalist-mountaineer Jon Krakauer, standing on the summit of Mt. Everest, saw nothing that ""suggested that a murderous storm was bearing down."" He was wrong. The storm, which claimed five lives and left countless more--including Krakauer's--in guilt-ridden disarray, would also provide the impetus for Into Thin Air, Krakauer's epic account of the May 1996 disaster",https://booksmandala.com/books/into-thin-air-10706
Trekking in the Himalaya,Cicerone,2470.0,2470.0,0.0,True,0.0,Fiction And Literature,252.0,735,9781852846053,English,"['Fiction And Literature', 'Travel']","['Action and Adventure', 'Climbing and Mountaineering']","From K2 and Nanga Parbat in Pakistan, to Mount Kailash in Tibet, to Annapurna, Manaslu, Everest, Makalu, Kangchenjunga and many more, this book is an inspirational and detailed guide to 20 memorable expeditions in the Himalaya. The spectacular surroundings covered by the treks cannot fail to encourage trekkers to take on a journey to the greatest of mountain ranges. The treks described within this guide range from the popular to the little-known, and from gentle treks on good paths at a moderate altitude, to long and challenging routes. All of them share the scenic magnificence for which the Himalaya is justly known, as well as the sense of adventure that accompanies each journey. This guidebook will inspire trekkers to scale the heights of their potential.",https://booksmandala.com/books/trekking-in-the-himalaya-2284
Incredible Ascents to Everest,Sumati Nagrath,1500.0,1500.0,0.0,False,0.0,Arts And Photography,224.0,1260,9788174367624,English,"['Arts And Photography', 'Nepali', 'Travel']","['Picture Books', 'Photography and Filmmaking', 'Books on Nepal', 'Climbing and Mountaineering']","Standing 8848 metres above sea level, Mt Everest is a geographical giant. Ever since it was established that the mountain is indeed the tallest in the world humans have tried to taming it. The terrain is treacherous, the weather unpredictable and the atmospheric conditions extreme; danger of injury, illness, delirium and even death is ever present. Despite this, over the last 90 years, hundreds of men and women have attempted this perilous journey to the peak, and many have lived not only to tell the tale, but bask in the warm glory of the fame that this achievement naturally brings with it. But it is more than a quest for fame, that drives ordinary people to undertake this most extraordinary challenge of all. For people like George Leigh Mallory and the men of his generation the challenge was not just personal, they were attempting to scale the mountain on behalf of humanity. It was 29 years after Mallory’s disappearance that Sir Edmund Hillary and Tenzing Norgay became the first people to stand on the peak of Mt Everest. The mountain, it seemed, could be tamed. Those who came after were driven by a variety of reasons, but whatever their motivation, each of the climbers included in this book overcame extraordinary odds to reach the top of the world’s tallest mountain. In the process not only did they create history, they also shattered stereotypes to redefine the limits of possibility. Printed Pages: 224.",https://booksmandala.com/books/incredible-ascents-to-everest-29275
The Conquest of Everest,"George Lowe, Huw Lewis-Jones",3000.0,3000.0,0.0,False,0.0,Arts And Photography,239.0,1500,9780500544235,English,"['Arts And Photography', 'Nepali', 'Travel']","['Picture Books', 'Photography and Filmmaking', 'Books on Nepal', 'Climbing and Mountaineering']","Published to mark the sixtieth anniversary of the conquest of Mount Everest, this visually spectacular book features a trove of original photographs and other rare materials from the George Lowe collection, many unpublished, complemented by classic images from the final ascent. Stunning landscapes, candid portraits, and action shots describe the day-by-day moments of the historic expedition as never before.The extraordinary journey is retold from Lowe's point of view, capturing the drama of the expedition and the personal stories of those involved. In addition, earlier attempts at climbing the world's highest mountain and key later ascents are described. The book also includes contributions from an impressive team of mountaineers and explorers, including Reinhold Messner, Sir Chris Bonington, the late Sir Edmund Hillary, Peter Hillary, Doug Scott, Stephen Venables, Norbu Tenzing Norgay, Tom Hornbein, Kenton Cool, and Jan Morris.Not only the anniversary of the first successful ascent, 2013 also marks fifty years since the first American ascent and the epic first ascent of the West Ridge.",https://booksmandala.com/books/the-conquest-of-everest-31314
The Age of Kali,William Dalrynple,958.0,958.0,0.0,True,0.0,History Biography And Social Science,408.0,360,9789385936548,English,['History Biography And Social Science'],['History'],"The result of a decade of travels through the Indian subcontinent, the Age of Kali is a collection of essays ranging in scope from the widows of Vrindavan to rap stars in Bombay, the temples as old as the Parthenon in Madurai, the socialite author Shobhaa De, the remnants of the kingdom of Avadh and meetings with then Prime Minister Benazir Bhutto and Imran Khan. Stylish, witty and bristling with insight, these jewel-like essays string together to create a captivating and enduringly relevant portrait of the subcontinent.",https://booksmandala.com/books/the-age-of-kali-27870
The right mountain,Jim Hayhurst Sr.,600.0,600.0,0.0,False,0.0,Travel,224.0,250,9788126508976,English,['Travel'],['Climbing and Mountaineering'],"Based on the author's riveting story of his climb up Mount Everest, The Right Mountain is much more than an adventure story; it is about defining success for yourself-in business or in life. In the '80s, success meant money, power, and prestige; but today, success is personal and comes from what we believe as individuals - our core value. On Everest, teamwork, commitment, and self-awareness take stark new meaning in the face of adversity, and even death. Through this book, the mountain becomes a metaphor, teaching powerful lessons for business and personal life.· The Everest Express Team Tryouts· Building a Team, a Real Team· We're All in This Together· Commitment· I'm Training for Everest and Having a Little Trouble On This Hill! · Body and Mind· Stairs and Beer Versus The Fitness Institute· Everybody Is Different· You Don't Just Go to Everest· Bite-Sized Pieces· High-Tech Climbers and Barefoot Porters· Motivation Makes the Difference Every Time· You Can't Carry a Full Pack on the First Day· Life Is Not a Macho Sport· Seven Asses· Set Clear Goals and Communicate Them Clearly· The Children of Nepal· Involve Others· Leeches, Leeches Everywhere· Is It Going to Change the World?· Crossing a Landslide- Step...by...Step· Team Bonding· In the Path of an Avalanche· Sometimes You Have to Be Lucky· The Corn Woman· Keeping Perspective· How Far Is Too Far?· You Can't Go Full Tilt All the Time· Sometimes You Lead, Sometimes You Follow· Everyone Has a Role· Jimmy's Life at Stake· Sometimes You Have to Leave Them Alone· Our Only Chance to Save Jimmy· Sometimes You Have to Let Somebody Else Do It· Another Hundred Pounds of Corn· Everyone Has a Load to Carry· The Challenges In Front of Us· You Can Learn a Lot by Looking Back· Climbing In the Clouds· When You Don't Know What to Do, Do It Slowly· Sleeping On a 3,000-Foot Vertical· It Is Amazing What You Can Do· Cerebral Edema Strikes Two of Our Climbers· The Laws of Nature Cannot Be Violated· I Push Myself Too Far· Balance· Now We Are a Real Team· You Have to Live and Work Together to Really Know Each Other· Everest· Define Roles and Goals· The Thrill of Being There- At Base Camp· Don't Get Cocky- Don't Forget the Lessons Learned· Death at 17,000 Feet: Know Yourself· Know Yourself· Ric Gets Pulmonary Edema· Core Values- Vital Signposts of Life· A Second Death Crystallizes the Message· The Right Mountain· Final Preparations for the Climb to the Peak· Establishing Priorities· I Have To Turn Back· Decision Making· Jimmy Hits the Wall· Using Core Values· The Team Goes On· Security and Support Systems· The Final Assault· What Is the Definition of Success?",https://booksmandala.com/books/the-right-mountain-2387
Dreamland's Atlas of India,Ved Prakash,560.0,560.0,0.0,True,0.0,Travel,168.0,500,9781730148095,English,['Travel'],['Atlas'],"Situated on the Asian continent, India has a beautiful geographical location. ‘Atlas of India’ is a book that provides information on all the States and Union Territories of India with the latest up-to-date maps and data. Designed to meet the requirements of geography students, this book has been compiled with a view of the syllabi of various education boards of India. · Ideal for ages 10-15 years · General readers · Adventure travellers · Preparation of exams and school projects · Pictorial presentation · Up-to-date latest data and maps · Important geographical information A must-have for every student, this book makes the geographical exploration of the country enjoyable and highly meaningful. Other important geographical information included in the book will help the travellers travelling in different states and cities of India.",https://booksmandala.com/books/dreamlands-atlas-of-india-22736
Above the Clouds,"Linda Wylie, Anatoli Boukreev",798.0,798.0,0.0,False,0.0,History Biography And Social Science,239.0,340,9780312291372,English,"['History Biography And Social Science', 'Travel']","['Biography', 'Climbing and Mountaineering']","When Anatoli Boukreev died on the slopes of Annapurna on Christmas day, 1997, the world lost one of the greatest adventurers of our time.In Above the Clouds, both the man and his incredible climbs on Mt. McKinley, K2, Makalu, Manaslu, and Everest-including his diary entries on the infamous 1996 disaster, written shortly after his return-are immortalized. There also are minute technical details about the skill of mountain climbing, as well as personal reflections on what life means to someone who risks it every day. Fully illustrated with gorgeous color photos, Above the Clouds is a unique and breathtaking look at the world from its most remote peaks.",https://booksmandala.com/books/above-the-clouds-25689
Maximum city,Suketu Mehta,632.0,632.0,0.0,False,0.0,Fiction And Literature,581.0,500,9780144001590,English,"['Fiction And Literature', 'History Biography And Social Science']","['Asian Literature', 'History']","Winner Of The 2005 Kiriyama Prize For Non-FictionSuketu Mehta Left Bombay At The Age Of 14. Twenty-One Years Later He Returned To Rediscover The City. The Result Is This Stunning, Brilliantly Illuminating Portrait Of The Megalopolis And Its People-A Book, Seven Years In The Making, That Is As Vast, As Diverse, As Rich In Experience, Incident And Sensation As The City Itself. Extraordinary . . . The Best Book Yet Written About That Great, Ruined Metropolis -Salman Rushdie Like One Of Bombay S Teeming Chawls, Maximum City Is Part Nightmare And Part Millennial Hallucination, Filled With Detail, Drama And A Richly Varied Cast Of Characters. In His Quest To Plumb Both The Grimy Depths And Radiant Heights Of The Continent That Is Bombay, Suketu Mehta Has Taken Travel Writing To An Entirely New Level. This Is A Gripping, Compellingly Readable Account Of A Love Affair With A City: I Couldn T Put It Down -Amitav Ghosh Bombay Gets Its Boswell, His Chronicle As Sprawling And Enchanting As His Subject'-India Today A Seething, Rumbling, Deeply Compassionate Break-Dance Of A Book -Hindu Narrative Reporting At Its Finest, Probably The Best Work Of Nonfiction To Come Out Of India In Recent Years . . . Mehta Succeeds So Brilliantly In Taking The Pulse Of This Riotous Urban Jungle -New York Times Book Review Mehta S Tales, Pounding Along In The Present Tense, Read Like A Modern Arabian Nights, Only Crueller, More Poignant, More Real. . .Part Memoir, Part Journalism, Part Travelogue, Maximum City Is A Tour De Force -The Times The Mother Of All Mumbai Books . . . Stunningly Written -Time Out Mumbai",https://booksmandala.com/books/maximum-city-24496
The Middle Passage,V.S. Naipaul,798.0,798.0,0.0,True,0.0,History Biography And Social Science,272.0,250,9780330522953,English,"['History Biography And Social Science', 'Fiction And Literature']","['Autobiography', 'History', 'Politics', 'Classics']","This is the author's account of his journey in 1960 from London to his birthplace, the Caribbean island of Trinidad. He has recorded his impressions of Trinidad and former colonies in the West Indies and South America.",https://booksmandala.com/books/the-middle-passage-17503
The Journey Home: Autobiography of an American Swami,Radhanath Swami,720.0,720.0,0.0,True,0.0,Spirituality And Philosophy,550.0,490,9788184954173,English,"['Spirituality And Philosophy', 'History Biography And Social Science', 'Religion']","['Philosophy', 'Biography', 'Memoir', 'Autobiography', 'Hinduism']","The Journey Home is an exhilarating autobiographical account of Radhanath Swami, a chicago born Gaudiya Vaishnava guru. The book rightly portrays the truly amazing spiritual journey made by the author exploring his inner self. Filled with real life experiences of swami, the book can inspire the readers to introspect. Adopting a very simple yet captivating style of narration, The Journey Home explains to the readers the author’s transition from a 19 year old American Jew to a hindu monk. Throughout his journey, he seeks the real meaning of human life. The author's journey from West to East inturn is filled with many conflicting experiences that it emerges to be his exploration of his soul. With little money in hand, Swami travels for about 6 months to reach India through Turkey, Afghanistan, and Pakistan. The encounter with various cultures helps him realise his heart's calling.",https://booksmandala.com/books/the-journey-home-autobiography-of-an-american-swami-13305
City of Djinns; A year in Delhi,William Dalrynple,720.0,720.0,0.0,False,0.0,History Biography And Social Science,350.0,310,9780143031062,English,['History Biography And Social Science'],['History'],"As the author of the best travel book of recent years at the intensely irritating age of twenty-two, William Dalrymple has now shown that In Xanadu was no fluke. City of Djinns is an entertaining mix of history and diary informed by a deep curiosity about the ways in which the ghosts of even the most distant past still walk in the twentieth century. On one level there are the amusing rites of passage, the struggles with bureaucracy, the eccentricity of author's landlord, all entertainingly related. He has a way of letting you smell and feel the city. There are beautifully chiselled descriptions of a grand capital, but much of the book's strength lies in his skill in peeling the historical onion and showing how New Delhi resonates with the old. A splendid tapestry.",https://booksmandala.com/books/city-of-djinns-a-year-in-delhi-6037
Mustang (Pardise Found),Dinesh. Shrestha,1995.0,1995.0,0.0,True,0.0,Travel,144.0,835,9789937783620,English,['Travel'],['Books On Himalayas'],"This unique pictorial book is the result of a long painstaking but productive collaboration between Himalayan Map House , Dinesh Shrestha and Mark Whittaker, two passionate Photographers and Authors who have explored the mountains and the valleys beyond the Himalayas. They have photographed and documented all the major places of the Mustang region, from the valley of Kagbeni to the Walled city of Lo-Manthang. This is the first book of its kind with high quality photographs in true colours. This book will be a major guide for tourists, naturalists, students and also an invaluable reference tool for floriculturists and nature enthusiasts.",https://booksmandala.com/books/mustang-pardise-found-2506
The Epic of Mount Everest,Sir Francis Edward Younghusband,638.0,638.0,0.0,False,0.0,History Biography And Social Science,254.0,220,9780330482851,English,"['History Biography And Social Science', 'Travel']","['Biography', 'History', 'Climbing and Mountaineering']","Francis Younghusband was the first chairman of the Mount Everest Committee of the Royal Geographical Society. This is his account of the three separate expeditions to Mount Everest in 1921, 1922 and 1924—the expedition in which Mallory and Irving lost their lives.",https://booksmandala.com/books/the-epic-of-mount-everest-25685
HIMALAYA The secret of the golden tara,Dieter Glogowski,1760.0,1760.0,0.0,False,0.0,Religion,191.0,1620,9783765816345,English,"['Religion', 'Travel']","['Buddhism', 'Climbing and Mountaineering', 'Books On Himalayas']","The quest for a lost goddess. --Unusual insights into the world of Tibetan Buddhism. --Enthralling, spiritual, and informative. --Extraordinarily spellbinding photographs. It all started with a letter from Ladakh: an old monk asked his friend Dieter Glogowski to locate the Golden Tara, the gilded statue of a goddess important in Tibetan Buddhism and which had been lost during the Chinese Cultural Revolution. Glogowski accepted the challenge and set off on an adventure that would take him from Tibet to Bhutan, Sikkim and Kailash. The long sojourn also became an inner journey. The author's vivid account and fascinating photographs guide us on this exciting quest to uncover the secret of the Golden Tara.",https://booksmandala.com/books/himalaya-the-secret-of-the-golden-tara-2575
Snowboarding to Nirvana,Frederick Lenz,400.0,400.0,0.0,False,0.0,Business And Investing,240.0,240,9780312181796,English,"['Business And Investing', 'Spirituality And Philosophy', 'Travel']","['Business', 'Philosophy', 'Climbing and Mountaineering']","As our snowboarder continues his lessons of enlightenment with Master Fwap, he also encounters earthly love in the form of a beautiful and wise Danish woman. A paradox ensues and a mystery is set forth, the mystery of ""the missing dimension."" This mystery must be understood and solved before our snowboarder can comprehend the next levels of Buddhistic lessons. Along the way, a wise, mysterious oracle of Nepal introduces our hero to Tibetan tantric texts that become crucial in the solving of his riddle. Snowboarding once again becomes the metaphor for maneuvering one's self through the trials and tribulations of real life. By learning to concentrate, meditate, and understand, the sport of life can easily be mastered.",https://booksmandala.com/books/snowboarding-to-nirvana-25774
The Two-Year Mountain,Phil Deutschle,480.0,480.0,0.0,False,0.0,Travel,350.0,290,9788193071069,English,['Travel'],"['Travel Guide Books', 'Climbing and Mountaineering']","Combining adventure story, travel log, and personal confession, this absorbing account describes a wrenching experience that belies the idealistic expectations of many Peace Corps volunteers. Following a stint as a volunteer teacher in a Nepalese village, Phil Deutschle sets off alone on an expedition to conquer Pharchamo, 20,580 feet high, which has claimed several lives. This trek forms the framework of the book, and into it Deutschle weaves the story of his experiences in sharply etched, swiftly moving, often humorous anecdotes.",https://booksmandala.com/books/the-two-year-mountain-10658
Annapurna,Maurice Herzog,958.0,958.0,0.0,False,0.0,History Biography And Social Science,272.0,235,9780099541462,English,"['History Biography And Social Science', 'Travel']","['Autobiography', 'Climbing and Mountaineering']","""A classic of its kind... His vivid, high powered but never overdramatised account of the ascent still reads splendidly' The Irish Times In 1950, no mountain higher than 8,000 meters had ever been climbed. Maurice Herzog and other members of the French Alpine Club resolved to try. This is the enthralling story of the first conquest of Annapurna and the harrowing descent. With breathtaking courage and grit manifest on every page, Annapurna is one of the greatest adventure stories ever told. As well as an introduction by Joe Simpson, this new edition includes 16 pages of photographs, which provide a remarkable visual record of this legendary expedition.""",https://booksmandala.com/books/annapurna-47860
Eat Pray Love,Elizabeth Gilbert,798.0,798.0,0.0,False,0.0,History Biography And Social Science,349.0,280,9781408844489,English,"['History Biography And Social Science', 'Fiction And Literature']","['Autobiography', 'Biography', 'Memoir', 'Womens Fiction', 'Contemporary', 'Romance']","This is the story of the author’s life, her search to find some meaning, and the journey she embarks on to discover herself. Elizabeth Gilbert, at thirty-two, had everything that would make life perfect, a successful career as a writer, a husband, and a house. At least, that was the way it appeared to others. But, she was unhappy and her marriage was not working. After a messy divorce, she entered into a relationship with someone else, but that did not work out either. Gilbert then decided that she needed a break to sort out her life, and so, she spent the next year traveling around the world. She spent four months in Italy, four months in India and finally, she spent the next four months in Indonesia. Each leg of the journey was devoted to a different experience and exploring a different aspect of life. In Italy, she indulged herself in the pleasures of food and exploration of the country. In India, she plunged into a journey of spiritual discovery. After this, she went to Bali and discovered love. In the preface, the author states that she has arranged the book like the Indian string of prayer beads, the japamala. The japamala traditionally has 108 beads in the string. The book has a total of 108 stories divided equally for the time that she spent in the three countries.",https://booksmandala.com/books/eat-pray-love-36395
White Mountain,Robert Twigger,1118.0,1118.0,0.0,True,0.0,History Biography And Social Science,458.0,650,9781474604369,English,['History Biography And Social Science'],['History'],"Home to mythical kingdoms, wars and expeditions, and strange and magical beasts, the Himalayas have always loomed tall in our imagination. These mountains, home to Buddhists, Bonpos, Jains, Muslims, Hindus, shamans and animists, to name only a few, are a place of pilgrimage and dreams, revelation and war, massacre and invasion, but also peace and unutterable calm. They are a central hub of the world’s religion, as well as a climber’s challenge and a traveler’s dream. In an exploration of the region's seismic history, Robert Twigger, author of Red Nile and Angry White Pyjamas, unravels some of these seemingly disparate journeys and the unexpected links between them. Following a winding path across the Himalayas to its physical end in Nagaland on the Indian-Burmese border, Twigger encounters incredible stories from a unique cast of mountaineers and mystics, pundits and prophets. The result is a sweeping, enthralling and surprising journey through the history of the world's greatest mountain range.",https://booksmandala.com/books/white-mountain-28962
Lonely Planet World Food India,"Martin Hughes, Richard Delacy, Sheema Mookherjee",250.0,250.0,0.0,False,0.0,Miscellaneous,320.0,385,9781864503289,English,['Miscellaneous'],['Books on India'],"Lush photography and tantalizing descriptions of local cuisine set these beautiful pocket guides apart from all of the other guides that pair food and travel. Each guide traces the unique cultural influences that helped shape the culinary traditions of the featured country, with fascinating sidebars on special ingredients and preparation techniques. The best feature of the World Food Guides is the fact that recipes are included, so you can try your hand at making Spanish romesco sauce, Moroccan bastila, or Vietnamese bahn xeo. You'll also find a food glossary, vivid photographs of ingredients and markets, tips and techniques, and much more.",https://booksmandala.com/books/lonely-planet-world-food-india-33393
climbing the fish's tail,Wilfrid Noyce,580.0,580.0,0.0,False,0.0,History Biography And Social Science,150.0,275,9789350760758,English,['History Biography And Social Science'],"['Autobiography', 'Memoir']","This is the record of a mountain expedition to Machhapuchhre that is the fishs tail. The mountain is so astonishing in its splendour and beauty that the author could not resist the temptation of describing it and the result is this book written in a lucid and fascinating style. The authors insatiable passion for the mountains and his extraordinary sensitivity to their grandeur expresses itself in all the chapters and a small poem. This is an unputdownable book for all climbers and mountain lovers. This book has described about the beauty of Machhapuchhre Mountain. In this book, the author has explained about his experience while climbing the mountain. This book includes everything, fun, adventure, danger, excitement and courage. This book is very fascinating and interesting. Hence it must be read at least for once.",https://booksmandala.com/books/climbing-the-fishs-tail-2831
Three Cups of Tea,David Oliver Mortenson,1118.0,1118.0,0.0,True,0.0,History Biography And Social Science,368.0,295,9780141034263,English,['History Biography And Social Science'],"['Biography', 'Memoir']","‘Here we drink three cups of tea to do business; the first you are a stranger, the second you become a friend, and the third, you join our family, and for our family we are prepared to do anything – even die.’ Haji Ali, Korphe Village Chief, Karakoram mountains, Pakistan In 1993, after a terrifying and disastrous attempt to climb K2, a mountaineer called Greg Mortenson drifted, cold and dehydrated, into an impoverished Pakistan village in the Karakoram Mountains. Moved by the inhabitants’ kindness, he promised to return and build a school. Three Cups of Tea is the story of that promise and its extraordinary outcome. Over the next decade Mortenson built not just one but fifty-five schools – especially for girls – in remote villages across the forbidding and breathtaking landscape of Pakistan and Afghanistan, just as the Taliban rose to power. His story is at once a riveting adventure and a testament to the power of the humanitarian spirit.",https://booksmandala.com/books/three-cups-of-tea-50142
K2 STORY OF THE SAVAGE MOUNTAIN,Jim Curran,600.0,600.0,0.0,True,0.0,Lifestyle And Wellness,271.0,590,9780340606018,English,"['Lifestyle And Wellness', 'Travel']","['Sports', 'Climbing and Mountaineering']","Second only to Everest in height but more formidable, K2 has challenged the greatest names in climbing--and often won. K2: The Story of the Savage Mountain is the first comprehensive climbing history of this beautiful but deadly peak. From fateful first attempts to the harrowing events of 1986 and more recent ascents, the book examines the human and natural factors that have given the mountain its reputation. Author Jim Curran traces the earliest explorations of the Karakorum by Godwin-Austen and Younghusband, as well as the pioneering exploits of the Duke of the Abruzzi. A K2 climber himself, Curran interviewed Kurt Diemberger, Jim Wickwire, Charlie Houston and other climbers to help shed new light on past expeditions and to look at the many challenges that remain on the mountain.",https://booksmandala.com/books/k2-story-of-the-savage-mountain-27454
Holy Cow,Sarah Macdonald,477.0,795.0,318.0,False,0.4,Fiction And Literature,291.0,250,9780767915748,English,"['Fiction And Literature', 'History Biography And Social Science']","['Humor', 'Biography', 'Memoir']","In her twenties, journalist Sarah Macdonald backpacked around India and came away with a lasting impression of heat, pollution and poverty. So when an airport beggar read her palm and told her she would return to India—and for love—she screamed, “Never!” and gave the country, and him, the finger. But eleven years later, the prophecy comes true. When the love of Sarah’s life is posted to India, she quits her dream job to move to the most polluted city on earth, New Delhi. For Sarah this seems like the ultimate sacrifice for love, and it almost kills her, literally. Just settled, she falls dangerously ill with double pneumonia, an experience that compels her to face some serious questions about her own fragile mortality and inner spiritual void. “I must find peace in the only place possible in India,” she concludes. “Within.” Thus begins her journey of discovery through India in search of the meaning of life and death. Holy Cow is Macdonald’s often hilarious chronicle of her adventures in a land of chaos and contradiction, of encounters with Hinduism, Islam and Jainism, Sufis, Sikhs, Parsis and Christians and a kaleidoscope of yogis, swamis and Bollywood stars. From spiritual retreats and crumbling nirvanas to war zones and New Delhi nightclubs, it is a journey that only a woman on a mission to save her soul, her love life—and her sanity—can survive.",https://booksmandala.com/books/holy-cow-25933
Are You Experienced?,William Sutcliffe,250.0,250.0,0.0,False,0.0,Fiction And Literature,233.0,160,9780140272659,English,['Fiction And Literature'],['Humor'],"A devastatingly funny satire on the whole idea of student travel,and particularly the India back-pack trail. Dave travels to India with Liz because he thinks he might be able to get her into bed. Liz travels to India with Dave because she wants a companion for her voyage of spiritual discovery. She loves it. He dreams of frosty mornings, pints of lager and restaurants where vegetable curry is only a side-dish...",https://booksmandala.com/books/are-you-experienced-9212
Little Princes,Conor Grennan,550.0,550.0,0.0,True,0.0,History Biography And Social Science,294.0,340,9780061930065,English,['History Biography And Social Science'],"['Memoir', 'Biography', 'Autobiography']","“Funny, touching, tragic….A remarkable tale of corruption, child trafficking and civil war in a far away land—and one man’s extraordinary quest to reunite lost Nepalese children with their parents.” —Neil White, author of In the Sanctuary of Outcasts Little Princes is the epic story of Conor Grennan’s battle to save the lost children of Nepal and how he found himself in the process. Part Three Cups of Tea, part Into Thin Air, Grennan’s remarkable memoir is at once gripping and inspirational, and it carries us deep into an exotic world that most readers know little about.",https://booksmandala.com/books/little-princes-25948
Below Another Sky,Rick Ridgeway,472.0,472.0,0.0,False,0.0,Travel,336.0,340,9780805069273,English,"['Travel', 'History Biography And Social Science', 'Lifestyle And Wellness']","['Climbing and Mountaineering', 'Memoir', 'Sports']","Combining gripping adventure writing with intimate memoir, Rick Ridgeway takes readers to the mysterious mountain domain of Tibet and into the remote corners of his past. In what Tim Cahill called the ""most intensely personal"" of his books, Ridgeway recounts the extraordinary journey he takes with Asia Wright, the daughter of his friend Jonathan, who was killed during an expedition with Ridgeway in a terrifying avalanche twenty years earlier. Hoping to help her connect with the father she never knew, Ridgeway takes her to the breathtaking Himalayas her father so cherished. Trekking through forbidding terrain and threatening weather, and past jumpy border patrols, they search for the place where he died.Here, Ridgeway's storytelling technique hits perfect pitch as he weaves together indelible stories of past adventures with his and Asia's journey of self-discipline and self-discovery. Below Another Sky is at once an evaluation of a life lived on the edge and a wrenching story of loss-and of truths revealed.",https://booksmandala.com/books/below-another-sky-25720
Thamel: Dark Star of Kathmandu,Rabi Thapa,638.0,638.0,0.0,False,0.0,Nepali,174.0,315,9789385755880,English,['Nepali'],['Books on Nepal'],"For long a sleepy rural enclave, Thamel is today the beating commercial and cultural heart of Kathmandu—a dizzying square kilometre of hotels, bars, cafés, bookshops and temples to which visitors and residents gravitate, drawn by its dazzle and its possibilities. In this unusual biography of the place, Rabi Thapa revisits the haunts of his youth. Tramping around its temples and monasteries, he unravels its layered history as well as the tales of the kings, monks and travelling merchants who laid its foundations. From residents—both Nepali and those who visited and never left—he pieces together the story of Kathmandu of the ‘flower-power’ sixties, the legendary Freak Street, and the rise of modern Thamel. On its streets he encounters glue-sniffing children, local toughs battling for turf, transvestite prostitutes turning tricks, and entrepreneurs looking to make it big. What emerges is a finely detailed portrait of a place that is not only a vibrant, ever-evolving reflection of the social mores of Kathmandu, but also an enduring staging post for Western fantasies of the East. Written in the best traditions of flânerie, Thamel combines history, memoir and sharp reportage to tell the electric story of a place forever in flux, forever reinventing itself to suit the appetites and desires of those who seek it out.",https://booksmandala.com/books/thamel-dark-star-of-kathmandu-48614
